Question,hardness,Ground Truth SQL,Basic Predicted SQL,SoQ Predicted SQL,EX,EX SoQ
What grade is Kyle in?,easy,"SELECT grade FROM Highschooler WHERE name  =  ""Kyle""",SELECT grade FROM highschooler WHERE name = 'Kyle',SELECT grade FROM highschooler WHERE name = 'Kyle',1,1
Return the grade for the high schooler named Kyle.,easy,"SELECT grade FROM Highschooler WHERE name  =  ""Kyle""",SELECT grade FROM highschooler WHERE name = 'Kyle',SELECT grade FROM highschooler WHERE name = 'Kyle',1,1
Show the names of all high schoolers in grade 10.,easy,SELECT name FROM Highschooler WHERE grade  =  10,SELECT name FROM highschooler WHERE grade = 10,SELECT name FROM highschooler WHERE grade = 10,1,1
What are the names of all high schoolers in grade 10?,easy,SELECT name FROM Highschooler WHERE grade  =  10,SELECT name FROM highschooler WHERE grade = 10,SELECT name FROM highschooler WHERE grade = 10,1,1
Show the ID of the high schooler named Kyle.,easy,"SELECT ID FROM Highschooler WHERE name  =  ""Kyle""",SELECT id FROM highschooler WHERE name = 'Kyle',SELECT id FROM highschooler WHERE name = 'Kyle',1,1
What is Kyle's id?,easy,"SELECT ID FROM Highschooler WHERE name  =  ""Kyle""",SELECT id FROM highschooler WHERE name = 'Kyle',SELECT id FROM highschooler WHERE name = 'Kyle',1,1
How many high schoolers are there in grade 9 or 10?,medium,SELECT count(*) FROM Highschooler WHERE grade  =  9 OR grade  =  10,"SELECT COUNT(*) FROM highschooler WHERE grade IN (9, 10)",SELECT COUNT(*) FROM highschooler WHERE grade = 9 OR grade = 10,1,1
Count the number of high schoolers in grades 9 or 10.,medium,SELECT count(*) FROM Highschooler WHERE grade  =  9 OR grade  =  10,"SELECT COUNT(*) FROM highschooler WHERE grade IN (9, 10)",SELECT COUNT(*) FROM highschooler WHERE grade = 9 OR grade = 10,1,1
Show the number of high schoolers for each grade.,medium,"SELECT grade ,  count(*) FROM Highschooler GROUP BY grade","SELECT grade, COUNT(*) AS number_of_high_schoolers FROM highschooler GROUP BY grade","SELECT grade, COUNT(*) AS num_highschoolers FROM highschooler GROUP BY grade",1,1
How many high schoolers are in each grade?,medium,"SELECT grade ,  count(*) FROM Highschooler GROUP BY grade","SELECT grade, COUNT(*) AS num_students FROM highschooler GROUP BY grade","SELECT grade, COUNT(*) AS num_students FROM highschooler GROUP BY grade",1,1
Which grade has the most high schoolers?,hard,SELECT grade FROM Highschooler GROUP BY grade ORDER BY count(*) DESC LIMIT 1,"SELECT grade, COUNT(*) AS num_students FROM highschooler GROUP BY grade ORDER BY num_students DESC LIMIT 1","SELECT grade, COUNT(*) AS count FROM highschooler GROUP BY grade ORDER BY count DESC LIMIT 1",0,0
Return the grade that has the greatest number of high schoolers.,hard,SELECT grade FROM Highschooler GROUP BY grade ORDER BY count(*) DESC LIMIT 1,"SELECT grade, COUNT(*) AS num_students FROM highschooler GROUP BY grade ORDER BY num_students DESC LIMIT 1",SELECT grade FROM highschooler GROUP BY grade ORDER BY COUNT(*) DESC LIMIT 1,0,1
Show me all grades that have at least 4 students.,easy,SELECT grade FROM Highschooler GROUP BY grade HAVING count(*)  >=  4,"SELECT grade, COUNT(*) AS num_students FROM highschooler GROUP BY grade HAVING COUNT(*) >= 4",SELECT grade FROM highschooler GROUP BY grade HAVING COUNT(id) >= 4,0,1
Which grades have 4 or more high schoolers?,easy,SELECT grade FROM Highschooler GROUP BY grade HAVING count(*)  >=  4,"SELECT grade, COUNT(*) AS num_students FROM highschooler GROUP BY grade HAVING COUNT(*) >= 4",SELECT grade FROM highschooler GROUP BY grade HAVING COUNT(id) >= 4,0,1
Show the student IDs and numbers of friends corresponding to each.,medium,"SELECT student_id ,  count(*) FROM Friend GROUP BY student_id","SELECT student_id, COUNT(friend_id) AS num_friends FROM friend GROUP BY student_id","SELECT HS.id, COUNT(F.friend_id) AS num_friends FROM highschooler AS HS LEFT JOIN friend AS F ON HS.id = F.student_id GROUP BY HS.id",1,0
How many friends does each student have?,medium,"SELECT student_id ,  count(*) FROM Friend GROUP BY student_id","SELECT student_id, COUNT(friend_id) AS num_friends FROM friend GROUP BY student_id","SELECT T1.student_id, COUNT(T2.friend_id) AS num_friends FROM friend AS T1 LEFT JOIN friend AS T2 ON T1.student_id = T2.friend_id GROUP BY T1.student_id",1,0
Show the names of high school students and their corresponding number of friends.,medium,"SELECT T2.name ,  count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id","SELECT h.name, COUNT(f.friend_id) AS num_friends FROM highschooler h LEFT JOIN friend f ON h.id = f.student_id GROUP BY h.id ORDER BY h.name","SELECT H.name, COUNT(F.friend_id) AS num_friends FROM highschooler AS H LEFT JOIN friend AS F ON H.id = F.student_id GROUP BY H.id ORDER BY num_friends DESC, H.name",0,0
What are the names of the high schoolers and how many friends does each have?,medium,"SELECT T2.name ,  count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id","SELECT h.name, COUNT(f.friend_id) AS num_friends FROM highschooler h LEFT JOIN friend f ON h.id = f.student_id GROUP BY h.id ORDER BY h.name","SELECT HS.name, COUNT(F.friend_id) AS num_friends FROM highschooler AS HS LEFT JOIN friend AS F ON HS.id = F.student_id GROUP BY HS.id",0,0
What is the name of the high schooler who has the greatest number of friends?,extra,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1,SELECT h.name FROM highschooler h JOIN friend f ON h.id = f.student_id GROUP BY h.id ORDER BY COUNT(f.friend_id) DESC LIMIT 1,NULL,1,0
Return the name of the high school student with the most friends.,extra,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1,SELECT h.name FROM highschooler h JOIN friend f ON h.id = f.student_id GROUP BY h.id ORDER BY COUNT(f.friend_id) DESC LIMIT 1,NULL,1,0
Show the names of high schoolers who have at least 3 friends.,medium,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id HAVING count(*)  >=  3,SELECT h.name FROM highschooler h JOIN friend f ON h.id = f.student_id GROUP BY h.id HAVING COUNT(f.friend_id) >= 3,SELECT hs.name FROM highschooler AS hs INNER JOIN friend AS fr ON hs.id = fr.student_id GROUP BY hs.id HAVING COUNT(fr.friend_id) >= 3,1,1
What are the names of high schoolers who have 3 or more friends?,medium,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id HAVING count(*)  >=  3,SELECT h.name FROM highschooler h JOIN friend f ON h.id = f.student_id GROUP BY h.id HAVING COUNT(f.friend_id) >= 3,SELECT H.name FROM highschooler AS H INNER JOIN friend AS F ON H.id = F.student_id GROUP BY H.id HAVING COUNT(F.friend_id) >= 3,1,1
Show the names of all of the high schooler Kyle's friends.,hard,"SELECT T3.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id JOIN Highschooler AS T3 ON T1.friend_id  =  T3.id WHERE T2.name  =  ""Kyle""",SELECT h.name FROM highschooler h JOIN friend f ON h.id = f.friend_id WHERE f.student_id IN (   SELECT id   FROM highschooler   WHERE name = 'Kyle' ),SELECT DISTINCT T2.name FROM highschooler AS T1 INNER JOIN friend AS T3 ON T1.id = T3.student_id INNER JOIN highschooler AS T2 ON T3.friend_id = T2.id WHERE T1.name = 'Kyle',1,1
Return the names of friends of the high school student Kyle.,hard,"SELECT T3.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id JOIN Highschooler AS T3 ON T1.friend_id  =  T3.id WHERE T2.name  =  ""Kyle""",SELECT h.name FROM highschooler h JOIN friend f ON h.id = f.friend_id WHERE f.student_id IN (   SELECT id   FROM highschooler   WHERE name = 'Kyle' ),SELECT DISTINCT T2.name FROM highschooler AS T1 INNER JOIN friend AS T3 ON T1.id = T3.friend_id INNER JOIN highschooler AS T2 ON T3.student_id = T2.id WHERE T1.name = 'Kyle',1,0
How many friends does the high school student Kyle have?,medium,"SELECT count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.name  =  ""Kyle""",SELECT COUNT(*) FROM friend WHERE student_id IN (SELECT id FROM highschooler WHERE name = 'Kyle'),SELECT COUNT(F.friend_id) FROM friend AS F INNER JOIN highschooler AS H ON F.friend_id = H.id WHERE H.name = 'Kyle',1,0
Count the number of friends Kyle has.,medium,"SELECT count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.name  =  ""Kyle""",SELECT COUNT(*) AS num_friends FROM friend WHERE student_id IN (SELECT id FROM highschooler WHERE name = 'Kyle'),SELECT COUNT(F.friend_id) FROM friend AS F INNER JOIN highschooler AS H ON F.friend_id = H.id WHERE H.name = 'Kyle',1,0
Show ids of all students who do not have any friends.,hard,SELECT id FROM Highschooler EXCEPT SELECT student_id FROM Friend,SELECT id FROM highschooler WHERE id NOT IN (SELECT student_id FROM friend),SELECT hs.id FROM highschooler AS hs LEFT JOIN friend AS fr ON hs.id = fr.student_id WHERE fr.student_id IS NULL,1,1
What are the ids of high school students who do not have friends?,hard,SELECT id FROM Highschooler EXCEPT SELECT student_id FROM Friend,SELECT id FROM highschooler WHERE id NOT IN (SELECT student_id FROM friend) AND id NOT IN (SELECT liked_id FROM likes),NULL,1,0
Show names of all high school students who do not have any friends.,hard,SELECT name FROM Highschooler EXCEPT SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id,SELECT name FROM highschooler WHERE id NOT IN (SELECT student_id FROM friend),SELECT name FROM highschooler WHERE id NOT IN (SELECT student_id FROM friend),1,1
What are the names of students who have no friends?,hard,SELECT name FROM Highschooler EXCEPT SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id,SELECT h.name FROM highschooler h LEFT JOIN friend f ON h.id = f.student_id WHERE f.student_id IS NULL,SELECT hs.name FROM highschooler AS hs LEFT JOIN friend AS fr ON hs.id = fr.student_id WHERE fr.friend_id IS NULL,1,1
Show the ids of high schoolers who have friends and are also liked by someone else.,hard,SELECT student_id FROM Friend INTERSECT SELECT liked_id FROM Likes,SELECT DISTINCT h.id FROM highschooler h JOIN friend f ON h.id = f.student_id JOIN likes l ON h.id = l.liked_id,SELECT DISTINCT HS.id FROM highschooler AS HS INNER JOIN friend AS F ON HS.id = F.friend_id INNER JOIN likes AS L ON HS.id = L.liked_id,1,1
What are the ids of students who both have friends and are liked?,hard,SELECT student_id FROM Friend INTERSECT SELECT liked_id FROM Likes,SELECT DISTINCT h.id FROM highschooler h JOIN friend f ON h.id = f.student_id JOIN likes l ON h.id = l.liked_id,NULL,1,0
Show name of all students who have some friends and also are liked by someone else.,hard,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id INTERSECT SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.liked_id  =  T2.id,SELECT DISTINCT h.name FROM highschooler h JOIN friend f ON h.id = f.student_id JOIN likes l ON h.id = l.liked_id,SELECT DISTINCT hs.name FROM highschooler AS hs INNER JOIN friend AS fr ON hs.id = fr.friend_id INNER JOIN likes AS ls ON hs.id = ls.liked_id,1,1
What are the names of high schoolers who both have friends and are liked?,hard,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id INTERSECT SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.liked_id  =  T2.id,SELECT DISTINCT h.name FROM highschooler h JOIN friend f ON h.id = f.student_id JOIN likes l ON h.id = l.liked_id,SELECT DISTINCT HS1.name FROM highschooler AS HS1 INNER JOIN friend AS F1 ON HS1.id = F1.student_id INNER JOIN likes AS L1 ON HS1.id = L1.liked_id,1,1
Count the number of likes for each student id.,medium,"SELECT student_id ,  count(*) FROM Likes GROUP BY student_id","SELECT student_id, COUNT(liked_id) AS likes_count FROM likes GROUP BY student_id","SELECT student_id, COUNT(liked_id) AS likes_count FROM likes GROUP BY student_id",1,1
How many likes correspond to each student id?,medium,"SELECT student_id ,  count(*) FROM Likes GROUP BY student_id","SELECT student_id, COUNT(liked_id) AS likes_count FROM likes GROUP BY student_id",NULL,1,0
"Show the names of high schoolers who have likes, and numbers of likes for each.",medium,"SELECT T2.name ,  count(*) FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id","SELECT h.name, COUNT(l.liked_id) AS num_likes FROM highschooler h JOIN likes l ON h.id = l.student_id GROUP BY h.id HAVING COUNT(l.liked_id) > 0","SELECT HS.name, COUNT(L.liked_id) AS num_likes FROM highschooler AS HS INNER JOIN likes AS L ON HS.id = L.student_id GROUP BY HS.id",1,1
"What are the names of high schoolers who have likes, and how many likes does each have?",medium,"SELECT T2.name ,  count(*) FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id","SELECT h.name, COUNT(l.liked_id) AS likes_count FROM highschooler h JOIN likes l ON h.id = l.student_id GROUP BY h.id ORDER BY likes_count DESC, h.name","SELECT HS.name, COUNT(L.liked_id) AS num_likes FROM highschooler AS HS INNER JOIN likes AS L ON HS.id = L.student_id GROUP BY HS.id",1,1
What is the name of the high schooler who has the greatest number of likes?,extra,SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1,SELECT h.name FROM highschooler h JOIN likes l ON h.id = l.liked_id GROUP BY h.id ORDER BY COUNT(*) DESC LIMIT 1,NULL,0,0
Give the name of the student with the most likes.,extra,SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1,SELECT h.name FROM highschooler h JOIN likes l ON h.id = l.liked_id ORDER BY COUNT(l.liked_id) DESC LIMIT 1,SELECT H.name FROM highschooler AS H INNER JOIN likes AS L ON H.id = L.liked_id GROUP BY H.id ORDER BY COUNT(L.liked_id) DESC LIMIT 1,0,0
Show the names of students who have at least 2 likes.,medium,SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id HAVING count(*)  >=  2,SELECT h.name FROM highschooler h JOIN likes l1 ON h.id = l1.student_id GROUP BY h.id HAVING COUNT(l1.liked_id) >= 2,SELECT hs.name FROM highschooler AS hs JOIN likes AS l1 ON hs.id = l1.student_id GROUP BY hs.id HAVING COUNT(l1.liked_id) >= 2,1,1
What are the names of students who have 2 or more likes?,medium,SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id HAVING count(*)  >=  2,SELECT h.name FROM highschooler h JOIN likes l ON h.id = l.liked_id GROUP BY h.id HAVING COUNT(l.student_id) >= 2,SELECT hs.name FROM highschooler AS hs INNER JOIN likes AS l1 ON hs.id = l1.student_id INNER JOIN likes AS l2 ON hs.id = l2.liked_id WHERE hs.id IN (   SELECT student_id   FROM likes   GROUP BY student_id   HAVING COUNT(liked_id) >= 2 ),0,1
Show the names of students who have a grade higher than 5 and have at least 2 friends.,hard,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.grade  >  5 GROUP BY T1.student_id HAVING count(*)  >=  2,SELECT h.name FROM highschooler h JOIN friend f ON h.id = f.student_id WHERE h.grade > 5 GROUP BY h.id HAVING COUNT(f.friend_id) >= 2,SELECT hs.name FROM highschooler AS hs INNER JOIN friend AS fr ON hs.id = fr.student_id WHERE hs.grade > 5 GROUP BY hs.id HAVING COUNT(fr.friend_id) >= 2,1,1
What are the names of high schoolers who have a grade of over 5 and have 2 or more friends?,hard,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.grade  >  5 GROUP BY T1.student_id HAVING count(*)  >=  2,SELECT h.name FROM highschooler h JOIN friend f ON h.id = f.student_id WHERE h.grade > 5 GROUP BY h.id HAVING COUNT(f.friend_id) >= 2,SELECT HS.name FROM highschooler AS HS INNER JOIN friend AS F ON HS.id = F.student_id INNER JOIN likes AS L ON HS.id = L.liked_id WHERE HS.grade > 5 GROUP BY HS.id HAVING COUNT(F.friend_id) >= 2,1,0
How many likes does Kyle have?,medium,"SELECT count(*) FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.name  =  ""Kyle""",SELECT COUNT(*) FROM likes WHERE student_id = (SELECT id FROM highschooler WHERE name = 'Kyle'),SELECT COUNT(*) FROM likes AS L1 INNER JOIN highschooler AS H1 ON L1.liked_id = H1.id WHERE H1.name = 'Kyle',1,1
Return the number of likes that the high schooler named Kyle has.,medium,"SELECT count(*) FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.name  =  ""Kyle""",SELECT COUNT(*) AS num_likes FROM likes WHERE liked_id = (   SELECT id   FROM highschooler   WHERE name = 'Kyle' ),SELECT COUNT(*) FROM likes WHERE liked_id = (SELECT id FROM highschooler WHERE name = 'Kyle'),1,1
Find the average grade of all students who have some friends.,hard,SELECT avg(grade) FROM Highschooler WHERE id IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id),SELECT AVG(grade) FROM highschooler WHERE id IN (SELECT student_id FROM friend),SELECT AVG(T1.grade) FROM highschooler AS T1 INNER JOIN friend AS T2 ON T1.id = T2.student_id GROUP BY T1.id HAVING COUNT(T2.friend_id) > 0,1,0
What is the average grade of students who have friends?,hard,SELECT avg(grade) FROM Highschooler WHERE id IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id),SELECT AVG(h.grade) AS average_grade FROM highschooler h JOIN friend f ON h.id = f.student_id GROUP BY f.student_id,SELECT AVG(T1.grade) FROM highschooler AS T1 INNER JOIN friend AS T2 ON T1.id = T2.student_id,0,0
Find the minimum grade of students who have no friends.,extra,SELECT min(grade) FROM Highschooler WHERE id NOT IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id),SELECT MIN(grade) FROM highschooler WHERE id NOT IN (SELECT student_id FROM friend UNION SELECT friend_id FROM friend),SELECT MIN(T1.grade) FROM highschooler AS T1 LEFT JOIN friend AS T2 ON T1.id = T2.student_id WHERE T2.student_id IS NULL,0,1
What is the lowest grade of students who do not have any friends?,extra,SELECT min(grade) FROM Highschooler WHERE id NOT IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id),SELECT MIN(grade) FROM highschooler WHERE id NOT IN (   SELECT student_id   FROM friend   UNION   SELECT friend_id   FROM friend ),NULL,0,0
Which states have both owners and professionals living there?,hard,SELECT state FROM Owners INTERSECT SELECT state FROM Professionals,SELECT DISTINCT o.state FROM owners o JOIN professionals p ON o.state = p.state ORDER BY o.state,SELECT DISTINCT T1.state FROM owners AS T1 INNER JOIN professionals AS T2 ON T1.state = T2.state,1,1
Find the states where both owners and professionals live.,hard,SELECT state FROM Owners INTERSECT SELECT state FROM Professionals,SELECT DISTINCT o.state FROM owners o WHERE o.state IN (     SELECT p.state     FROM professionals p ) AND o.state IN (     SELECT DISTINCT p.state     FROM professionals p ),SELECT DISTINCT T1.state FROM owners AS T1 INNER JOIN professionals AS T2 ON T1.state = T2.state,1,1
What is the average age of the dogs who have gone through any treatments?,hard,SELECT avg(age) FROM Dogs WHERE dog_id IN ( SELECT dog_id FROM Treatments ),SELECT AVG(d.age) AS average_age FROM dogs d JOIN treatments t ON d.dog_id = t.dog_id,SELECT AVG(T2.age) FROM dogs AS T1 INNER JOIN treatments AS T2 ON T1.dog_id = T2.dog_id,0,0
Find the average age of the dogs who went through treatments.,hard,SELECT avg(age) FROM Dogs WHERE dog_id IN ( SELECT dog_id FROM Treatments ),SELECT AVG(d.age) AS average_age FROM dogs d JOIN treatments t ON d.dog_id = t.dog_id,SELECT AVG(T2.age) FROM dogs AS T1 INNER JOIN treatments AS T2 ON T1.dog_id = T2.dog_id WHERE T2.date_of_treatment BETWEEN '2020-01-01' AND '2020-12-31',0,0
"Which professionals live in the state of Indiana or have done treatment on more than 2 treatments? List his or her id, last name and cell phone.",extra,"SELECT professional_id ,  last_name ,  cell_number FROM Professionals WHERE state  =  'Indiana' UNION SELECT T1.professional_id ,  T1.last_name ,  T1.cell_number FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id GROUP BY T1.professional_id HAVING count(*)  >  2","SELECT p.professional_id, p.last_name, p.cell_number FROM professionals p LEFT JOIN treatments t ON p.professional_id = t.professional_id WHERE p.state = 'IN' OR (SELECT COUNT(*) FROM treatments WHERE professional_id = p.professional_id) > 2 ","SELECT P.professional_id, P.last_name, P.cell_number FROM professionals AS P LEFT JOIN treatments AS T ON P.professional_id = T.professional_id WHERE P.state = 'Indiana' OR P.professional_id IN (SELECT professional_id FROM treatments GROUP BY professional_id HAVING COUNT(treatment_id) > 2)",0,1
"Find the id, last name and cell phone of the professionals who live in the state of Indiana or have performed more than two treatments.",extra,"SELECT professional_id ,  last_name ,  cell_number FROM Professionals WHERE state  =  'Indiana' UNION SELECT T1.professional_id ,  T1.last_name ,  T1.cell_number FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id GROUP BY T1.professional_id HAVING count(*)  >  2","SELECT p.professional_id, p.last_name, p.cell_number FROM professionals p LEFT JOIN treatments t ON p.professional_id = t.professional_id WHERE p.state = 'IN' OR COUNT(t.treatment_id) > 2 GROUP BY p.professional_id HAVING COUNT(t.treatment_id) > 2 OR p.state = 'IN'","SELECT T1.professional_id, T1.last_name, T1.cell_number FROM professionals AS T1 WHERE T1.state = 'Indiana' OR T1.professional_id IN (SELECT T2.professional_id FROM treatments AS T2 GROUP BY T2.professional_id HAVING COUNT(T2.treatment_id) > 2)",0,1
Which dogs have not cost their owner more than 1000 for treatment ? List the dog names .,hard,select name from dogs where dog_id not in ( select dog_id from treatments group by dog_id having sum(cost_of_treatment)  >  1000 ),SELECT d.name FROM dogs d JOIN treatments t ON d.dog_id = t.dog_id JOIN charges c ON t.charge_id = c.charge_id WHERE c.charge_amount <= 1000,SELECT T2.name FROM dogs AS T2 INNER JOIN treatments AS T1 ON T2.dog_id = T1.dog_id WHERE T1.cost_of_treatment <= 1000,0,0
What are the names of the dogs for which the owner has not spend more than 1000 for treatment ?,hard,select name from dogs where dog_id not in ( select dog_id from treatments group by dog_id having sum(cost_of_treatment)  >  1000 ),SELECT d.name FROM dogs d WHERE d.owner_id IN (     SELECT t.dog_id     FROM treatments t     GROUP BY t.dog_id     HAVING SUM(t.cost_of_treatment) <= 1000 ) ,SELECT T2.name FROM dogs AS T2 INNER JOIN treatments AS T1 ON T2.dog_id = T1.dog_id INNER JOIN owners AS T3 ON T2.owner_id = T3.owner_id WHERE T3.owner_id IN (SELECT T4.owner_id FROM treatments AS T5 INNER JOIN owners AS T4 ON T5.owner_id = T4.owner_id GROUP BY T5.owner_id HAVING SUM(T5.charge_amount) <= 1000),0,0
Which first names are used for professionals or owners but are not used as dog names?,hard,SELECT first_name FROM Professionals UNION SELECT first_name FROM Owners EXCEPT SELECT name FROM Dogs,SELECT DISTINCT first_name FROM (   SELECT first_name FROM professionals   UNION   SELECT first_name FROM owners ) AS all_names WHERE first_name NOT IN (   SELECT name FROM dogs ),SELECT DISTINCT T1.first_name FROM (SELECT first_name FROM professionals UNION SELECT first_name FROM owners) AS T1 LEFT JOIN dogs AS T2 ON T1.first_name = T2.name WHERE T2.name IS NULL,1,1
Find the first names that are used for professionals or owners but are not used as dog names.,hard,SELECT first_name FROM Professionals UNION SELECT first_name FROM Owners EXCEPT SELECT name FROM Dogs,SELECT DISTINCT first_name FROM (   SELECT first_name FROM professionals   UNION   SELECT first_name FROM owners ) AS names WHERE first_name NOT IN (SELECT name FROM dogs),SELECT DISTINCT T1.first_name FROM (SELECT first_name FROM professionals UNION SELECT first_name FROM owners) AS T1 LEFT JOIN dogs AS T2 ON T1.first_name = T2.name WHERE T2.name IS NULL,1,1
"Which professional did not operate any treatment on dogs? List the professional's id, role and email.",extra,"SELECT professional_id ,  role_code ,  email_address FROM Professionals EXCEPT SELECT T1.professional_id ,  T1.role_code ,  T1.email_address FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id","SELECT p.professional_id, p.role_code, p.email_address FROM professionals p LEFT JOIN treatments t ON p.professional_id = t.professional_id WHERE t.treatment_id IS NULL","SELECT P.professional_id, P.role_code, P.email_address FROM professionals AS P LEFT JOIN treatments AS T ON P.professional_id = T.professional_id WHERE T.treatment_id IS NULL",1,1
"Give me the id, role and email of the professionals who did not perform any treatment on dogs.",extra,"SELECT professional_id ,  role_code ,  email_address FROM Professionals EXCEPT SELECT T1.professional_id ,  T1.role_code ,  T1.email_address FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id","SELECT p.professional_id, p.role_code, p.email_address FROM professionals p LEFT JOIN treatments t ON p.professional_id = t.professional_id WHERE t.treatment_id IS NULL","SELECT P.professional_id, P.role_code, P.email_address FROM professionals AS P LEFT JOIN treatments AS T ON P.professional_id = T.professional_id WHERE T.treatment_id IS NULL",1,1
"Which owner owns the most dogs? List the owner id, first name and last name.",extra,"SELECT T1.owner_id ,  T2.first_name ,  T2.last_name FROM Dogs AS T1 JOIN Owners AS T2 ON T1.owner_id  =  T2.owner_id GROUP BY T1.owner_id ORDER BY count(*) DESC LIMIT 1","SELECT o.owner_id, o.first_name, o.last_name FROM owners o JOIN dogs d ON o.owner_id = d.owner_id GROUP BY o.owner_id ORDER BY COUNT(d.dog_id) DESC LIMIT 1","SELECT T1.owner_id, T1.first_name, T1.last_name FROM owners AS T1 INNER JOIN dogs AS T2 ON T1.owner_id = T2.owner_id GROUP BY T1.owner_id ORDER BY COUNT(T2.dog_id) DESC LIMIT 1",1,1
"Return the owner id, first name and last name of the owner who has the most dogs.",extra,"SELECT T1.owner_id ,  T2.first_name ,  T2.last_name FROM Dogs AS T1 JOIN Owners AS T2 ON T1.owner_id  =  T2.owner_id GROUP BY T1.owner_id ORDER BY count(*) DESC LIMIT 1","SELECT o.owner_id, o.first_name, o.last_name FROM owners o JOIN dogs d ON o.owner_id = d.owner_id GROUP BY o.owner_id ORDER BY COUNT(d.dog_id) DESC LIMIT 1",NULL,1,0
"Which professionals have done at least two treatments? List the professional's id, role, and first name.",medium,"SELECT T1.professional_id ,  T1.role_code ,  T1.first_name FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id GROUP BY T1.professional_id HAVING count(*)  >=  2","SELECT p.professional_id, p.role_code, p.first_name FROM professionals p JOIN treatments t ON p.professional_id = t.professional_id GROUP BY p.professional_id HAVING COUNT(t.treatment_id) >= 2","SELECT P.professional_id, P.role_code, P.first_name FROM professionals AS P INNER JOIN treatments AS T ON P.professional_id = T.professional_id GROUP BY P.professional_id HAVING COUNT(T.treatment_id) >= 2",1,1
