Question,hardness,Ground Truth SQL,Basic Predicted SQL,SoQ Predicted SQL,EX,EX SoQ
Show the names of conductors and the orchestras they have conducted.,medium,"SELECT T1.Name ,  T2.Orchestra FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID","SELECT T1.name ,  T2.orchestra FROM conductor AS T1 JOIN orchestra AS T2 ON T1.conductor_id  =  T2.conductor_id","SELECT T1.name, T2.orchestra FROM conductor AS T1 INNER JOIN orchestra AS T2 ON T1.conductor_id = T2.conductor_id  Step-by-Step Sub-Questions: 1. What are the names of the conductors? 2. What are the names of the orchestras? 3. How are conductors and orchestras related? 4. What is the relationship between conductors and the orchestras they have conducted? 5. How can we join the conductor and orchestra tables to get the required information?",1,0
What are the names of conductors as well as the corresonding orchestras that they have conducted?,medium,"SELECT T1.Name ,  T2.Orchestra FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID","SELECT T1.name ,  T2.orchestra FROM conductor AS T1 JOIN orchestra AS T2 ON T1.conductor_id  =  T2.conductor_id","SELECT T1.name, T2.orchestra FROM conductor AS T1 INNER JOIN orchestra AS T2 ON T1.conductor_id = T2.conductor_id  Step-by-Step Sub-Questions: . What are the names of the conductors? 2. What are the names of the orchestras? 3. How are conductors and orchestras related? 4. How can we join the conductor and orchestra tables to get the required information? 5. What columns should we select from the joined tables?",1,0
Show the names of conductors that have conducted more than one orchestras.,medium,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID GROUP BY T2.Conductor_ID HAVING COUNT(*)  >  1,SELECT T1.name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.conductor_id = T2.conductor_id GROUP BY T1.name HAVING COUNT(DISTINCT T2.orchestra_id) > 1,SELECT T1.name FROM conductor AS T1 INNER JOIN orchestra AS T2 ON T1.conductor_id = T2.conductor_id GROUP BY T1.name HAVING COUNT(T2.orchestra_id) > 1,1,1
What are the names of conductors who have conducted at more than one orchestra?,medium,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID GROUP BY T2.Conductor_ID HAVING COUNT(*)  >  1,SELECT T1.name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.conductor_id = T2.conductor_id GROUP BY T1.name HAVING COUNT(DISTINCT T2.orchestra_id) > 1,SELECT T1.name FROM conductor AS T1 INNER JOIN orchestra AS T2 ON T1.conductor_id = T2.conductor_id GROUP BY T1.name HAVING COUNT(DISTINCT T2.orchestra_id) > 1,1,1
Show the name of the conductor that has conducted the most number of orchestras.,extra,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID GROUP BY T2.Conductor_ID ORDER BY COUNT(*) DESC LIMIT 1,SELECT T1.name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.conductor_id = T2.conductor_id GROUP BY T1.name ORDER BY COUNT(*) DESC LIMIT 1,SELECT T1.name FROM conductor AS T1 INNER JOIN orchestra AS T2 ON T1.conductor_id = T2.conductor_id GROUP BY T1.name ORDER BY COUNT(*) DESC LIMIT 1,0,0
What is the name of the conductor who has conducted the most orchestras?,extra,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID GROUP BY T2.Conductor_ID ORDER BY COUNT(*) DESC LIMIT 1,SELECT T1.name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.conductor_id = T2.conductor_id GROUP BY T1.name ORDER BY COUNT(T2.orchestra_id) DESC LIMIT 1,SELECT T1.name FROM conductor AS T1 INNER JOIN orchestra AS T2 ON T1.conductor_id = T2.conductor_id GROUP BY T1.name ORDER BY COUNT(*) DESC LIMIT 1,0,0
Please show the name of the conductor that has conducted orchestras founded after 2008.,medium,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID WHERE Year_of_Founded  >  2008,SELECT T1.name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.conductor_id = T2.conductor_id WHERE T2.year_of_founded > 2008,SELECT T1.name FROM conductor AS T1 INNER JOIN orchestra AS T2 ON T1.conductor_id = T2.conductor_id WHERE T2.year_of_founded > 2008,1,1
What are the names of conductors who have conducted orchestras founded after the year 2008?,medium,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID WHERE Year_of_Founded  >  2008,SELECT T1.name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.conductor_id = T2.conductor_id WHERE T2.year_of_founded > 2008,SELECT T1.name FROM conductor AS T1 INNER JOIN orchestra AS T2 ON T1.conductor_id = T2.conductor_id WHERE T2.year_of_founded > 2008,1,1
Please show the different record companies and the corresponding number of orchestras.,medium,"SELECT Record_Company ,  COUNT(*) FROM orchestra GROUP BY Record_Company","SELECT record_company ,  COUNT(*) FROM orchestra GROUP BY record_company","SELECT record_company ,  COUNT(*) FROM orchestra GROUP BY record_company  Step-by-Step Sub-Questions: 1. What record companies are there? 2. How many orchestras does each record company have? 3. Show the record companies and the number of orchestras they have.",1,0
How many orchestras does each record company manage?,medium,"SELECT Record_Company ,  COUNT(*) FROM orchestra GROUP BY Record_Company","SELECT record_company, COUNT(*) FROM orchestra GROUP BY record_company","SELECT T2.record_company, COUNT(T1.orchestra_id) FROM orchestra AS T1 INNER JOIN conductor AS T2 ON T1.conductor_id = T2.conductor_id GROUP BY T2.record_company",1,0
Please show the record formats of orchestras in ascending order of count.,medium,SELECT Major_Record_Format FROM orchestra GROUP BY Major_Record_Format ORDER BY COUNT(*) ASC,SELECT major_record_format FROM orchestra GROUP BY major_record_format ORDER BY COUNT(*) ASC,SELECT major_record_format FROM orchestra GROUP BY major_record_format ORDER BY COUNT(*) ASC,1,1
"What are the major record formats of orchestras, sorted by their frequency?",medium,SELECT Major_Record_Format FROM orchestra GROUP BY Major_Record_Format ORDER BY COUNT(*) ASC,SELECT major_record_format FROM orchestra GROUP BY major_record_format ORDER BY COUNT(*) DESC,SELECT major_record_format FROM orchestra GROUP BY major_record_format ORDER BY COUNT(*) DESC,1,1
List the record company shared by the most number of orchestras.,hard,SELECT Record_Company FROM orchestra GROUP BY Record_Company ORDER BY COUNT(*) DESC LIMIT 1,SELECT record_company FROM orchestra GROUP BY record_company ORDER BY COUNT(*) DESC LIMIT 1,SELECT T1.record_company FROM orchestra AS T1 INNER JOIN performance AS T2 ON T1.orchestra_id = T2.orchestra_id GROUP BY T1.record_company ORDER BY COUNT(*) DESC LIMIT 1,1,1
What is the record company used by the greatest number of orchestras?,hard,SELECT Record_Company FROM orchestra GROUP BY Record_Company ORDER BY COUNT(*) DESC LIMIT 1,SELECT record_company FROM orchestra GROUP BY record_company ORDER BY COUNT(*) DESC LIMIT 1,SELECT record_company FROM orchestra GROUP BY record_company ORDER BY COUNT(*) DESC LIMIT 1,1,1
List the names of orchestras that have no performance.,hard,SELECT Orchestra FROM orchestra WHERE Orchestra_ID NOT IN (SELECT Orchestra_ID FROM performance),SELECT orchestra FROM orchestra WHERE orchestra_id NOT IN ( SELECT orchestra_id FROM performance ) ,SELECT orchestra FROM orchestra WHERE orchestra_id NOT IN (SELECT orchestra_id FROM performance),1,1
What are the orchestras that do not have any performances?,hard,SELECT Orchestra FROM orchestra WHERE Orchestra_ID NOT IN (SELECT Orchestra_ID FROM performance),SELECT orchestra FROM orchestra WHERE orchestra_id NOT IN ( SELECT orchestra_id FROM performance ) ,SELECT orchestra FROM orchestra WHERE orchestra_id NOT IN (SELECT orchestra_id FROM performance),1,1
Show the record companies shared by orchestras founded before 2003 and after 2003.,hard,SELECT Record_Company FROM orchestra WHERE Year_of_Founded  <  2003 INTERSECT SELECT Record_Company FROM orchestra WHERE Year_of_Founded  >  2003,SELECT record_company FROM orchestra WHERE year_of_founded < 2003 INTERSECT SELECT record_company FROM orchestra WHERE year_of_founded > 2003,SELECT T1.record_company FROM orchestra AS T1 WHERE T1.year_of_founded < 2003 INTERSECT SELECT T1.record_company FROM orchestra AS T1 WHERE T1.year_of_founded > 2003,1,1
What are the record companies that are used by both orchestras founded before 2003 and those founded after 2003?,hard,SELECT Record_Company FROM orchestra WHERE Year_of_Founded  <  2003 INTERSECT SELECT Record_Company FROM orchestra WHERE Year_of_Founded  >  2003,SELECT record_company FROM orchestra WHERE year_of_founded < 2003 INTERSECT SELECT record_company FROM orchestra WHERE year_of_founded > 2003,SELECT record_company FROM orchestra WHERE year_of_founded < 2003 INTERSECT SELECT record_company FROM orchestra WHERE year_of_founded > 2003,1,1
"Find the number of orchestras whose record format is ""CD"" or ""DVD"".",medium,"SELECT COUNT(*) FROM orchestra WHERE Major_Record_Format  =  ""CD"" OR Major_Record_Format  =  ""DVD""","SELECT COUNT(*) FROM orchestra WHERE major_record_format IN ('CD', 'DVD')","SELECT COUNT(*) FROM orchestra WHERE major_record_format IN ('CD', 'DVD')",1,1
Count the number of orchestras that have CD or DVD as their record format.,medium,"SELECT COUNT(*) FROM orchestra WHERE Major_Record_Format  =  ""CD"" OR Major_Record_Format  =  ""DVD""","SELECT COUNT(*) FROM orchestra WHERE major_record_format IN ('CD', 'DVD')","SELECT COUNT(*) FROM orchestra WHERE major_record_format IN ('CD', 'DVD')",1,1
Show the years in which orchestras that have given more than one performance are founded.,medium,SELECT Year_of_Founded FROM orchestra AS T1 JOIN performance AS T2 ON T1.Orchestra_ID  =  T2.Orchestra_ID GROUP BY T2.Orchestra_ID HAVING COUNT(*)  >  1,SELECT T1.year_of_founded FROM orchestra AS T1 JOIN performance AS T2 ON T1.orchestra_id = T2.orchestra_id GROUP BY T1.orchestra_id HAVING COUNT(T2.performance_id) > 1,SELECT T2.year_of_founded FROM performance AS T1 INNER JOIN orchestra AS T2 ON T1.orchestra_id = T2.orchestra_id GROUP BY T2.orchestra_id HAVING COUNT(T1.performance_id) > 1,1,1
What are years of founding for orchestras that have had more than a single performance?,medium,SELECT Year_of_Founded FROM orchestra AS T1 JOIN performance AS T2 ON T1.Orchestra_ID  =  T2.Orchestra_ID GROUP BY T2.Orchestra_ID HAVING COUNT(*)  >  1,SELECT T1.year_of_founded FROM orchestra AS T1 JOIN performance AS T2 ON T1.orchestra_id = T2.orchestra_id GROUP BY T1.orchestra_id HAVING COUNT(T2.performance_id) > 1,SELECT T2.year_of_founded FROM performance AS T1 INNER JOIN orchestra AS T2 ON T1.orchestra_id = T2.orchestra_id GROUP BY T2.orchestra_id HAVING COUNT(T1.performance_id) > 1,1,1
How many high schoolers are there?,easy,SELECT count(*) FROM Highschooler,SELECT count(*) FROM highschooler,SELECT count(*) FROM highschooler  Step-by-Step Sub-Questions: 1. What table contains information about high schoolers? 2. How can we count the number of rows in this table to find the total number of high schoolers?,1,0
Count the number of high schoolers.,easy,SELECT count(*) FROM Highschooler,SELECT count(*) FROM highschooler,SELECT COUNT(*) FROM highschooler  Step-by-Step Sub-Questions: 1. What table contains information about high schoolers? 2. How many rows are in this table? 3. What is the total count of high schoolers?,1,0
Show the names and grades of each high schooler.,medium,"SELECT name ,  grade FROM Highschooler","SELECT name ,  grade FROM highschooler","SELECT name, grade FROM highschooler",1,1
What are the names and grades for each high schooler?,medium,"SELECT name ,  grade FROM Highschooler","SELECT name ,  grade FROM highschooler","SELECT name, grade FROM highschooler",1,1
Show all the grades of the high schoolers.,easy,SELECT grade FROM Highschooler,SELECT DISTINCT grade FROM highschooler,SELECT DISTINCT grade FROM highschooler  Step-by-Step Sub-Questions: 1. What table contains information about high schoolers? 2. What column in the high schooler table contains the grade information? 3. How can we ensure that each grade is listed only once?,1,0
What is the grade of each high schooler?,easy,SELECT grade FROM Highschooler,SELECT grade FROM highschooler,SELECT grade FROM highschooler  Step-by-Step Sub-Questions: 1. What table contains information about high schoolers? 2. What column in this table contains the grade of each high schooler?,1,0
What grade is Kyle in?,easy,"SELECT grade FROM Highschooler WHERE name  =  ""Kyle""",SELECT grade FROM highschooler WHERE name = 'Kyle',SELECT grade FROM highschooler WHERE name = 'Kyle',1,1
Return the grade for the high schooler named Kyle.,easy,"SELECT grade FROM Highschooler WHERE name  =  ""Kyle""",SELECT grade FROM highschooler WHERE name = 'Kyle',SELECT grade FROM highschooler WHERE name = 'Kyle',1,1
Show the names of all high schoolers in grade 10.,easy,SELECT name FROM Highschooler WHERE grade  =  10,SELECT name FROM highschooler WHERE grade = 10,SELECT name FROM highschooler WHERE grade = 10,1,1
What are the names of all high schoolers in grade 10?,easy,SELECT name FROM Highschooler WHERE grade  =  10,SELECT name FROM highschooler WHERE grade = 10,SELECT name FROM highschooler WHERE grade = 10,1,1
Show the ID of the high schooler named Kyle.,easy,"SELECT ID FROM Highschooler WHERE name  =  ""Kyle""",SELECT id FROM highschooler WHERE name = 'Kyle',SELECT id FROM highschooler WHERE name = 'Kyle',1,1
What is Kyle's id?,easy,"SELECT ID FROM Highschooler WHERE name  =  ""Kyle""",NULL,SELECT id FROM highschooler WHERE name = 'Kyle',0,1
How many high schoolers are there in grade 9 or 10?,medium,SELECT count(*) FROM Highschooler WHERE grade  =  9 OR grade  =  10,Select count(*) from highschooler where grade = 9 or grade = 10,"SELECT COUNT(*) FROM highschooler WHERE grade IN (9, 10)",1,1
Count the number of high schoolers in grades 9 or 10.,medium,SELECT count(*) FROM Highschooler WHERE grade  =  9 OR grade  =  10,"SELECT count(*) FROM highschooler WHERE grade IN (9, 10)","SELECT COUNT(*) FROM highschooler WHERE grade IN (9, 10)",1,1
Show the number of high schoolers for each grade.,medium,"SELECT grade ,  count(*) FROM Highschooler GROUP BY grade","SELECT grade ,  count(*) FROM highschooler GROUP BY grade","SELECT grade ,  count(*) FROM highschooler GROUP BY grade",1,1
How many high schoolers are in each grade?,medium,"SELECT grade ,  count(*) FROM Highschooler GROUP BY grade","SELECT grade, COUNT(*) FROM highschooler GROUP BY grade","SELECT grade, COUNT(*) FROM highschooler GROUP BY grade",1,1
Which grade has the most high schoolers?,hard,SELECT grade FROM Highschooler GROUP BY grade ORDER BY count(*) DESC LIMIT 1,SELECT grade FROM highschooler GROUP BY grade ORDER BY COUNT(*) DESC LIMIT 1,SELECT grade FROM highschooler GROUP BY grade ORDER BY count(*) DESC LIMIT 1  Step-by-Step Sub-Questions: 1. What grades are there in the highschooler table? 2. How many high schoolers are in each grade? 3. Which grade has the highest number of high schoolers?,1,0
Return the grade that has the greatest number of high schoolers.,hard,SELECT grade FROM Highschooler GROUP BY grade ORDER BY count(*) DESC LIMIT 1,SELECT grade FROM highschooler GROUP BY grade ORDER BY count(*) DESC LIMIT 1,SELECT grade FROM highschooler GROUP BY grade ORDER BY count(*) DESC LIMIT 1  Step-by-Step Sub-Questions: 1. What grades are there in the highschooler table? 2. How many high schoolers are in each grade? 3. Which grade has the highest number of high schoolers? 4. Return the grade with the greatest number of high schoolers.,1,0
Show me all grades that have at least 4 students.,easy,SELECT grade FROM Highschooler GROUP BY grade HAVING count(*)  >=  4,SELECT grade FROM highschooler GROUP BY grade HAVING count(*) >= 4,SELECT grade FROM highschooler GROUP BY grade HAVING COUNT(*) >= 4,1,1
Which grades have 4 or more high schoolers?,easy,SELECT grade FROM Highschooler GROUP BY grade HAVING count(*)  >=  4,SELECT grade FROM highschooler GROUP BY grade HAVING COUNT(*) >= 4,SELECT grade FROM highschooler GROUP BY grade HAVING COUNT(*) >= 4  Step-by-Step Sub-Questions: 1. What are the grades of all high schoolers? 2. How many high schoolers are in each grade? 3. Which grades have 4 or more high schoolers?,1,0
Show the student IDs and numbers of friends corresponding to each.,medium,"SELECT student_id ,  count(*) FROM Friend GROUP BY student_id","SELECT T1.student_id ,  count(*) FROM friend AS T1 JOIN friend AS T2 ON T1.student_id  =  T2.friend_id AND T1.friend_id  =  T2.student_id GROUP BY T1.student_id","SELECT T1.student_id ,  COUNT(*) FROM friend AS T1 GROUP BY T1.student_id  Step-by-Step Sub-Questions: 1. What is the table that contains student IDs and their friends? 2. What columns do we need to select from this table? 3. How should we group the results to get the count of friends for each student? 4. What function should we use to count the number of friends for each student?",0,0
How many friends does each student have?,medium,"SELECT student_id ,  count(*) FROM Friend GROUP BY student_id","SELECT student_id, COUNT(friend_id) AS number_of_friends FROM friend GROUP BY student_id","SELECT T1.student_id, COUNT(T2.friend_id) FROM friend AS T1 INNER JOIN friend AS T2 ON T1.student_id = T2.friend_id WHERE T1.student_id < T2.student_id GROUP BY T1.student_id",1,0
Show the names of high school students and their corresponding number of friends.,medium,"SELECT T2.name ,  count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id","SELECT T1.name ,  count(*) FROM highschooler AS T1 JOIN friend AS T2 ON T1.id  =  T2.student_id GROUP BY T1.id","SELECT T1.name ,  COUNT(*) FROM highschooler AS T1 JOIN friend AS T2 ON T1.id = T2.student_id GROUP BY T1.id",1,1
What are the names of the high schoolers and how many friends does each have?,medium,"SELECT T2.name ,  count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id","SELECT T1.name ,  count(*) FROM highschooler AS T1 JOIN friend AS T2 ON T1.id  =  T2.student_id GROUP BY T1.id","SELECT T1.name ,  count(*) FROM highschooler AS T1 JOIN friend AS T2 ON T1.id = T2.student_id GROUP BY T1.id",1,1
What is the name of the high schooler who has the greatest number of friends?,extra,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1,SELECT T1.name FROM highschooler AS T1 JOIN friend AS T2 ON T1.id = T2.student_id GROUP BY T1.id ORDER BY COUNT(*) DESC LIMIT 1,SELECT T1.name FROM highschooler AS T1 JOIN friend AS T2 ON T1.id = T2.student_id GROUP BY T1.id ORDER BY count(*) DESC LIMIT 1  Step-by-Step Sub-Questions: 1. Which high schoolers have friends? 2. How many friends does each high schooler have? 3. Which high schooler has the greatest number of friends? 4. What is the name of this high schooler?,1,0
Return the name of the high school student with the most friends.,extra,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1,SELECT T1.name FROM highschooler AS T1 JOIN friend AS T2 ON T1.id = T2.student_id GROUP BY T1.id ORDER BY COUNT(*) DESC LIMIT 1,SELECT T1.name FROM highschooler AS T1 JOIN friend AS T2 ON T1.id = T2.student_id GROUP BY T1.id ORDER BY count(*) DESC LIMIT 1  Step-by-Step Sub-Questions: 1. What is the name of each high school student? 2. How many friends does each student have? 3. Which student has the most friends? 4. Return the name of the student with the most friends.,1,0
Show the names of high schoolers who have at least 3 friends.,medium,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id HAVING count(*)  >=  3,SELECT T1.name FROM highschooler AS T1 JOIN friend AS T2 ON T1.id = T2.student_id GROUP BY T1.id HAVING COUNT(*) >= 3,SELECT T1.name FROM highschooler AS T1 JOIN friend AS T2 ON T1.id = T2.student_id GROUP BY T1.id HAVING COUNT(*) >= 3,1,1
What are the names of high schoolers who have 3 or more friends?,medium,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id HAVING count(*)  >=  3,SELECT T1.name FROM highschooler AS T1 JOIN friend AS T2 ON T1.id = T2.student_id GROUP BY T1.id HAVING COUNT(*) >= 3,SELECT T1.name FROM highschooler AS T1 JOIN friend AS T2 ON T1.id = T2.student_id GROUP BY T1.id HAVING COUNT(*) >= 3,1,1
Show the names of all of the high schooler Kyle's friends.,hard,"SELECT T3.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id JOIN Highschooler AS T3 ON T1.friend_id  =  T3.id WHERE T2.name  =  ""Kyle""",SELECT T2.name FROM friend AS T1 JOIN highschooler AS T2 ON T1.student_id = T2.id WHERE T1.friend_id = (SELECT id FROM highschooler WHERE name = 'Kyle') AND T2.id != (SELECT id FROM highschooler WHERE name = 'Kyle'),SELECT T2.name FROM highschooler AS T1 JOIN friend AS T2 ON T1.id = T2.student_id WHERE T1.name = 'Kyle' AND T2.friend_id IN (SELECT T3.id FROM highschooler AS T3 WHERE T3.name = 'Kyle'),0,0
Return the names of friends of the high school student Kyle.,hard,"SELECT T3.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id JOIN Highschooler AS T3 ON T1.friend_id  =  T3.id WHERE T2.name  =  ""Kyle""",SELECT T2.name FROM friend AS T1 JOIN highschooler AS T2 ON T1.student_id = T2.id WHERE T1.friend_id = (SELECT id FROM highschooler WHERE name = 'Kyle') AND T2.grade = 9,SELECT T2.name FROM highschooler AS T1 JOIN friend AS T2 ON T1.id = T2.student_id WHERE T1.name = 'Kyle',0,0
How many friends does the high school student Kyle have?,medium,"SELECT count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.name  =  ""Kyle""",NULL,SELECT COUNT(*) FROM friend AS T1 JOIN highschooler AS T2 ON T1.student_id = T2.id WHERE T2.name = 'Kyle',0,1
Count the number of friends Kyle has.,medium,"SELECT count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.name  =  ""Kyle""",SELECT count(*) FROM friend AS T1 JOIN highschooler AS T2 ON T1.student_id = T2.id WHERE T2.name = 'Kyle',SELECT COUNT(*) FROM friend AS T1 JOIN highschooler AS T2 ON T1.student_id = T2.id WHERE T2.name = 'Kyle',1,1
Show ids of all students who do not have any friends.,hard,SELECT id FROM Highschooler EXCEPT SELECT student_id FROM Friend,SELECT id FROM highschooler WHERE id NOT IN (SELECT student_id FROM friend),SELECT id FROM highschooler WHERE id NOT IN (SELECT student_id FROM friend)  Step-by-Step Sub-Questions: 1. What are the ids of all students who have friends? 2. Which students do not have any friends? 3. Show the ids of all students who do not have any friends.,1,0
What are the ids of high school students who do not have friends?,hard,SELECT id FROM Highschooler EXCEPT SELECT student_id FROM Friend,SELECT id FROM highschooler WHERE id NOT IN (SELECT student_id FROM friend),SELECT id FROM highschooler WHERE id NOT IN (SELECT student_id FROM friend),1,1
Show names of all high school students who do not have any friends.,hard,SELECT name FROM Highschooler EXCEPT SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id,SELECT name FROM highschooler WHERE id NOT IN ( SELECT student_id FROM friend ),SELECT name FROM highschooler WHERE id NOT IN (SELECT student_id FROM friend)  Step-by-Step Sub-Questions: 1. What are the names of all high school students? 2. Which students have friends? 3. Which students do not have friends? 4. Show the names of students who do not have friends.,1,0
What are the names of students who have no friends?,hard,SELECT name FROM Highschooler EXCEPT SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id,SELECT name FROM highschooler WHERE id NOT IN (SELECT student_id FROM friend),SELECT name FROM highschooler WHERE id NOT IN (SELECT student_id FROM friend)  Step-by-Step Sub-Questions: 1. What are the names of all students? 2. Which students have friends? 3. Which students do not have friends? 4. What are the names of students who do not have friends?,1,0
Show the ids of high schoolers who have friends and are also liked by someone else.,hard,SELECT student_id FROM Friend INTERSECT SELECT liked_id FROM Likes,SELECT T1.id FROM highschooler AS T1 JOIN friend AS T2 ON T1.id = T2.student_id JOIN likes AS T3 ON T1.id = T3.student_id,SELECT T1.id FROM highschooler AS T1 JOIN friend AS T2 ON T1.id = T2.student_id JOIN likes AS T3 ON T1.id = T3.student_id  Step-by-Step Sub-Questions: 1. Identify high schoolers who have friends. 2. Identify high schoolers who are liked by someone else. 3. Find the intersection of the two groups identified in steps 1 and 2. 4. Show the ids of these high schoolers.,0,0
What are the ids of students who both have friends and are liked?,hard,SELECT student_id FROM Friend INTERSECT SELECT liked_id FROM Likes,SELECT student_id FROM friend INTERSECT SELECT student_id FROM likes,SELECT student_id FROM friend INTERSECT SELECT student_id FROM likes  Step-by-Step Sub-Questions: 1. What are the ids of students who have friends? 2. What are the ids of students who are liked? 3. Which students have both friends and are liked?,0,0
Show name of all students who have some friends and also are liked by someone else.,hard,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id INTERSECT SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.liked_id  =  T2.id,SELECT T1.name FROM highschooler AS T1 JOIN friend AS T2 ON T1.id = T2.student_id JOIN likes AS T3 ON T1.id = T3.student_id,SELECT T1.name FROM highschooler AS T1 JOIN friend AS T2 ON T1.id = T2.student_id JOIN likes AS T3 ON T1.id = T3.student_id  Step-by-Step Sub-Questions: 1. Identify students who have friends. 2. Identify students who are liked by someone else. 3. Find the intersection of students from steps 1 and 2. 4. Retrieve the names of these students.,0,0
What are the names of high schoolers who both have friends and are liked?,hard,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id INTERSECT SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.liked_id  =  T2.id,SELECT T1.name FROM highschooler AS T1 JOIN friend AS T2 ON T1.id = T2.student_id JOIN likes AS T3 ON T1.id = T3.student_id,SELECT T1.name FROM highschooler AS T1 WHERE T1.id IN (SELECT T2.student_id FROM friend AS T2) AND T1.id IN (SELECT T3.student_id FROM likes AS T3),0,0
Count the number of likes for each student id.,medium,"SELECT student_id ,  count(*) FROM Likes GROUP BY student_id","SELECT student_id, COUNT(*) FROM likes GROUP BY student_id","SELECT student_id, COUNT(*) FROM likes GROUP BY student_id",1,1
How many likes correspond to each student id?,medium,"SELECT student_id ,  count(*) FROM Likes GROUP BY student_id","SELECT student_id, COUNT(*) FROM likes GROUP BY student_id","SELECT student_id, COUNT(*) FROM likes GROUP BY student_id",1,1
"Show the names of high schoolers who have likes, and numbers of likes for each.",medium,"SELECT T2.name ,  count(*) FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id","SELECT T1.name ,  count(*) FROM highschooler AS T1 JOIN likes AS T2 ON T1.id  =  T2.student_id GROUP BY T1.id","SELECT T1.name ,  COUNT(*) FROM highschooler AS T1 JOIN likes AS T2 ON T1.id = T2.student_id GROUP BY T1.id",1,1
"What are the names of high schoolers who have likes, and how many likes does each have?",medium,"SELECT T2.name ,  count(*) FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id","Select the name of the high schooler and the count of their likes from the highschooler table, joining with the likes table on the student_id column, grouping by the student_id.  SQLite Query: : Select T1.name, count(*) from highschooler AS T1 JOIN likes AS T2 ON T1.id = T2.student_id GROUP BY T2.student_id","SELECT T1.name, COUNT(T2.liked_id) FROM highschooler AS T1 JOIN likes AS T2 ON T1.id = T2.student_id GROUP BY T1.id",0,1
What is the name of the high schooler who has the greatest number of likes?,extra,SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1,SELECT T1.name FROM highschooler AS T1 JOIN likes AS T2 ON T1.id = T2.student_id GROUP BY T1.id ORDER BY COUNT(*) DESC LIMIT 1,SELECT T1.name FROM highschooler AS T1 JOIN likes AS T2 ON T1.id = T2.student_id GROUP BY T1.id ORDER BY count(*) DESC LIMIT 1,1,1
